Month,ANZSCO_TITLE,GCCSA,Adzuna_count,ANZSCO_CODE,IVI_count
2016-02-01,Professionals,Greater Melbourne,8283,2,9377
2016-02-01,Professionals,Greater Perth,1826,2,2583.667
2016-02-01,Professionals,Greater Sydney,13067,2,14465.333
2016-02-01,Professionals,Rest of NSW,1851,2,1913
2016-02-01,Professionals,Rest of NT,88,2,117.667
2016-02-01,Professionals,Rest of Qld,1348,2,2139.667
2016-02-01,Professionals,Rest of SA,121,2,84.333
2016-02-01,Professionals,Rest of Tas.,117,2,102.666
2016-02-01,Professionals,Rest of Vic.,847,2,986
2016-02-01,Professionals,Rest of WA,191,2,411
2016-02-01,Technicians and Trades Workers,Australian Capital Territory,460,3,430.667
2016-02-01,Technicians and Trades Workers,Greater Adelaide,574,3,816.333
2016-02-01,Technicians and Trades Workers,Greater Brisbane,358,3,2133
2016-02-01,Technicians and Trades Workers,Greater Darwin,216,3,233.667
2016-02-01,Technicians and Trades Workers,Greater Hobart,22,3,127
2016-02-01,Technicians and Trades Workers,Greater Melbourne,2750,3,3714.333
2016-02-01,Technicians and Trades Workers,Greater Perth,1149,3,1487
2016-02-01,Technicians and Trades Workers,Greater Sydney,4006,3,5034
2016-02-01,Technicians and Trades Workers,Rest of NSW,1118,3,1418.001
2016-02-01,Technicians and Trades Workers,Rest of NT,46,3,59.333
2016-02-01,Technicians and Trades Workers,Rest of Qld,764,3,1678
2016-02-01,Technicians and Trades Workers,Rest of SA,83,3,99.334
2016-02-01,Technicians and Trades Workers,Rest of Tas.,26,3,66.666
2016-02-01,Technicians and Trades Workers,Rest of Vic.,455,3,630
2016-02-01,Technicians and Trades Workers,Rest of WA,241,3,600.333
2016-02-01,Community and Personal Service Workers,Australian Capital Territory,332,4,310.333
2016-02-01,Community and Personal Service Workers,Greater Adelaide,435,4,546
2016-02-01,Community and Personal Service Workers,Greater Brisbane,600,4,1309
2016-02-01,Community and Personal Service Workers,Greater Darwin,127,4,146.667
2016-02-01,Community and Personal Service Workers,Greater Hobart,33,4,112
2016-02-01,Community and Personal Service Workers,Greater Melbourne,2700,4,2328.667
2016-02-01,Community and Personal Service Workers,Greater Perth,871,4,797.333
2016-02-01,Community and Personal Service Workers,Greater Sydney,4092,4,2838
2016-02-01,Community and Personal Service Workers,Rest of NSW,945,4,990.333
2016-02-01,Community and Personal Service Workers,Rest of NT,55,4,59
2016-02-01,Community and Personal Service Workers,Rest of Qld,630,4,1092.999
2016-02-01,Community and Personal Service Workers,Rest of SA,50,4,58
2016-02-01,Community and Personal Service Workers,Rest of Tas.,32,4,52.667
2016-02-01,Community and Personal Service Workers,Rest of Vic.,397,4,567.6659999999999
2016-02-01,Community and Personal Service Workers,Rest of WA,97,4,181.333
2016-02-01,Clerical and Administrative Workers,Australian Capital Territory,539,5,700.333
2016-02-01,Clerical and Administrative Workers,Greater Adelaide,389,5,850.667
2016-02-01,Clerical and Administrative Workers,Greater Brisbane,196,5,2687.333
2016-02-01,Clerical and Administrative Workers,Greater Darwin,119,5,220.667
2016-02-01,Clerical and Administrative Workers,Greater Hobart,21,5,129.667
2016-02-01,Clerical and Administrative Workers,Greater Melbourne,3464,5,6097.333
2016-02-01,Clerical and Administrative Workers,Greater Perth,765,5,1675.667
2016-02-01,Clerical and Administrative Workers,Greater Sydney,5159,5,9033
2016-02-01,Clerical and Administrative Workers,Rest of NSW,615,5,1249.3339999999998
2016-02-01,Clerical and Administrative Workers,Rest of NT,25,5,55
2016-02-01,Clerical and Administrative Workers,Rest of Qld,438,5,1455.335
2016-02-01,Clerical and Administrative Workers,Rest of SA,51,5,62.666
2016-02-01,Clerical and Administrative Workers,Rest of Tas.,21,5,67.667
2016-02-01,Clerical and Administrative Workers,Rest of Vic.,260,5,553
2016-02-01,Clerical and Administrative Workers,Rest of WA,52,5,223
2016-02-01,Sales Workers,Australian Capital Territory,228,6,271.333
2016-02-01,Sales Workers,Greater Adelaide,511,6,580.333
2016-02-01,Sales Workers,Greater Brisbane,281,6,1581
2016-02-01,Sales Workers,Greater Darwin,80,6,95.333
2016-02-01,Sales Workers,Greater Hobart,32,6,78.333
2016-02-01,Sales Workers,Greater Melbourne,2329,6,3328
2016-02-01,Sales Workers,Greater Perth,944,6,1185.667
2016-02-01,Sales Workers,Greater Sydney,3756,6,4435.667
2016-02-01,Sales Workers,Rest of NSW,622,6,900.667
2016-02-01,Sales Workers,Rest of NT,21,6,25.667
2016-02-01,Sales Workers,Rest of Qld,539,6,1037.334
2016-02-01,Sales Workers,Rest of SA,69,6,60.667
2016-02-01,Sales Workers,Rest of Tas.,31,6,63.334
2016-02-01,Sales Workers,Rest of Vic.,249,6,440
2016-02-01,Sales Workers,Rest of WA,89,6,165
2016-02-01,Machinery Operators and Drivers,Australian Capital Territory,134,7,66.667
2016-02-01,Machinery Operators and Drivers,Greater Adelaide,339,7,319.667
2016-02-01,Machinery Operators and Drivers,Greater Brisbane,271,7,712
2016-02-01,Machinery Operators and Drivers,Greater Darwin,79,7,65.667
2016-02-01,Machinery Operators and Drivers,Greater Hobart,12,7,29.667
2016-02-01,Machinery Operators and Drivers,Greater Melbourne,1582,7,1463
2016-02-01,Machinery Operators and Drivers,Greater Perth,633,7,553
2016-02-01,Machinery Operators and Drivers,Greater Sydney,2324,7,1815.333
2016-02-01,Machinery Operators and Drivers,Rest of NSW,526,7,522
2016-02-01,Machinery Operators and Drivers,Rest of NT,8,7,15
2016-02-01,Machinery Operators and Drivers,Rest of Qld,303,7,520.3340000000001
2016-02-01,Machinery Operators and Drivers,Rest of SA,60,7,49.334
2016-02-01,Machinery Operators and Drivers,Rest of Tas.,26,7,43
2016-02-01,Machinery Operators and Drivers,Rest of Vic.,252,7,248
2016-02-01,Machinery Operators and Drivers,Rest of WA,133,7,286.66700000000003
2016-02-01,Labourers,Australian Capital Territory,143,8,195.333
2016-02-01,Labourers,Greater Adelaide,242,8,489
2016-02-01,Labourers,Greater Brisbane,224,8,1020.667
2016-02-01,Labourers,Greater Darwin,85,8,101.667
2016-02-01,Labourers,Greater Hobart,26,8,80.667
2016-02-01,Labourers,Greater Melbourne,1149,8,1886
2016-02-01,Labourers,Greater Perth,518,8,587.333
2016-02-01,Labourers,Greater Sydney,1663,8,2172
2016-02-01,Labourers,Rest of NSW,625,8,1258.667
2016-02-01,Labourers,Rest of NT,28,8,31.333
2016-02-01,Labourers,Rest of Qld,476,8,1072.668
2016-02-01,Labourers,Rest of SA,75,8,131.667
2016-02-01,Labourers,Rest of Tas.,39,8,87.666
2016-02-01,Labourers,Rest of Vic.,257,8,578.999
2016-02-01,Labourers,Rest of WA,153,8,250.333
2016-03-01,Managers,Australian Capital Territory,586,1,669.667
2016-03-01,Managers,Greater Adelaide,602,1,692.333
2016-03-01,Managers,Greater Brisbane,246,1,2235.333
2016-03-01,Managers,Greater Darwin,215,1,184.667
2016-03-01,Managers,Greater Hobart,44,1,93.333
2016-03-01,Managers,Greater Melbourne,4514,1,5466.333
2016-03-01,Managers,Greater Perth,1185,1,1457.667
2016-03-01,Managers,Greater Sydney,7435,1,8965
2016-03-01,Managers,Rest of NSW,799,1,914.332
2016-03-01,Managers,Rest of NT,42,1,39.333
2016-03-01,Managers,Rest of Qld,693,1,1006.6659999999999
2016-03-01,Managers,Rest of SA,55,1,51.333
2016-03-01,Managers,Rest of Tas.,37,1,50.334
2016-03-01,Managers,Rest of Vic.,384,1,424.33299999999997
2016-03-01,Managers,Rest of WA,121,1,191.667
2016-03-01,Professionals,Australian Capital Territory,1565,2,1860
2016-03-01,Professionals,Greater Adelaide,1197,2,1348.333
2016-03-01,Professionals,Greater Brisbane,371,2,5519.333
2016-03-01,Professionals,Greater Darwin,392,2,397.333
2016-03-01,Professionals,Greater Hobart,112,2,211
2016-03-01,Professionals,Greater Melbourne,9044,2,10221.333
2016-03-01,Professionals,Greater Perth,1987,2,2728
2016-03-01,Professionals,Greater Sydney,13847,2,16308.667
2016-03-01,Professionals,Rest of NSW,2425,2,2109.335
2016-03-01,Professionals,Rest of NT,94,2,129
2016-03-01,Professionals,Rest of Qld,1381,2,2337.334
2016-03-01,Professionals,Rest of SA,89,2,88
2016-03-01,Professionals,Rest of Tas.,120,2,115.334
2016-03-01,Professionals,Rest of Vic.,1038,2,1020
2016-03-01,Professionals,Rest of WA,185,2,400
2016-03-01,Technicians and Trades Workers,Australian Capital Territory,324,3,465
2016-03-01,Technicians and Trades Workers,Greater Adelaide,611,3,905.667
2016-03-01,Technicians and Trades Workers,Greater Brisbane,443,3,2429.333
2016-03-01,Technicians and Trades Workers,Greater Darwin,215,3,272.667
2016-03-01,Technicians and Trades Workers,Greater Hobart,45,3,127.667
2016-03-01,Technicians and Trades Workers,Greater Melbourne,3203,3,4314.333
2016-03-01,Technicians and Trades Workers,Greater Perth,1411,3,1552.333
2016-03-01,Technicians and Trades Workers,Greater Sydney,4618,3,5836
2016-03-01,Technicians and Trades Workers,Rest of NSW,1179,3,1571.334
2016-03-01,Technicians and Trades Workers,Rest of NT,47,3,63.667
2016-03-01,Technicians and Trades Workers,Rest of Qld,803,3,1876.333
2016-03-01,Technicians and Trades Workers,Rest of SA,90,3,111.333
2016-03-01,Technicians and Trades Workers,Rest of Tas.,38,3,65
2016-03-01,Technicians and Trades Workers,Rest of Vic.,489,3,695.667
2016-03-01,Technicians and Trades Workers,Rest of WA,204,3,600.6669999999999
2016-03-01,Community and Personal Service Workers,Australian Capital Territory,355,4,358
2016-03-01,Community and Personal Service Workers,Greater Adelaide,472,4,596
2016-03-01,Community and Personal Service Workers,Greater Brisbane,531,4,1444.333
2016-03-01,Community and Personal Service Workers,Greater Darwin,175,4,165.667
2016-03-01,Community and Personal Service Workers,Greater Hobart,44,4,121.333
2016-03-01,Community and Personal Service Workers,Greater Melbourne,3406,4,2530
2016-03-01,Community and Personal Service Workers,Greater Perth,898,4,834
2016-03-01,Community and Personal Service Workers,Greater Sydney,4411,4,3189.667
2016-03-01,Community and Personal Service Workers,Rest of NSW,1140,4,1068.334
2016-03-01,Community and Personal Service Workers,Rest of NT,77,4,67.667
2016-03-01,Community and Personal Service Workers,Rest of Qld,708,4,1172.999
2016-03-01,Community and Personal Service Workers,Rest of SA,79,4,63.667
2016-03-01,Community and Personal Service Workers,Rest of Tas.,32,4,61
2016-03-01,Community and Personal Service Workers,Rest of Vic.,482,4,545.667
2016-03-01,Community and Personal Service Workers,Rest of WA,138,4,187.666
2016-03-01,Clerical and Administrative Workers,Australian Capital Territory,496,5,805.667
2016-03-01,Clerical and Administrative Workers,Greater Adelaide,487,5,962
2016-03-01,Clerical and Administrative Workers,Greater Brisbane,198,5,3069.333
2016-03-01,Clerical and Administrative Workers,Greater Darwin,148,5,253.667
2016-03-01,Clerical and Administrative Workers,Greater Hobart,30,5,138
2016-03-01,Clerical and Administrative Workers,Greater Melbourne,3344,5,6785
2016-03-01,Clerical and Administrative Workers,Greater Perth,824,5,1800
2016-03-01,Clerical and Administrative Workers,Greater Sydney,5543,5,10417.667
2016-03-01,Clerical and Administrative Workers,Rest of NSW,622,5,1386.667
2016-03-01,Clerical and Administrative Workers,Rest of NT,35,5,63.333
2016-03-01,Clerical and Administrative Workers,Rest of Qld,450,5,1634.334
2016-03-01,Clerical and Administrative Workers,Rest of SA,39,5,72.667
2016-03-01,Clerical and Administrative Workers,Rest of Tas.,19,5,74
2016-03-01,Clerical and Administrative Workers,Rest of Vic.,367,5,615.001
2016-03-01,Clerical and Administrative Workers,Rest of WA,43,5,240
2016-03-01,Sales Workers,Australian Capital Territory,192,6,303
2016-03-01,Sales Workers,Greater Adelaide,557,6,658.667
2016-03-01,Sales Workers,Greater Brisbane,249,6,1739.667
2016-03-01,Sales Workers,Greater Darwin,115,6,107.333
2016-03-01,Sales Workers,Greater Hobart,33,6,95.667
2016-03-01,Sales Workers,Greater Melbourne,2429,6,3718.667
2016-03-01,Sales Workers,Greater Perth,883,6,1273.333
2016-03-01,Sales Workers,Greater Sydney,4098,6,5149.333
2016-03-01,Sales Workers,Rest of NSW,632,6,1021.999
2016-03-01,Sales Workers,Rest of NT,20,6,27.667
2016-03-01,Sales Workers,Rest of Qld,532,6,1164.001
2016-03-01,Sales Workers,Rest of SA,61,6,75
2016-03-01,Sales Workers,Rest of Tas.,30,6,70.333
2016-03-01,Sales Workers,Rest of Vic.,221,6,476.666
2016-03-01,Sales Workers,Rest of WA,76,6,174.334
2016-03-01,Machinery Operators and Drivers,Australian Capital Territory,119,7,74.667
2016-03-01,Machinery Operators and Drivers,Greater Adelaide,442,7,371.333
2016-03-01,Machinery Operators and Drivers,Greater Brisbane,356,7,804
2016-03-01,Machinery Operators and Drivers,Greater Darwin,68,7,69.333
2016-03-01,Machinery Operators and Drivers,Greater Hobart,15,7,35
2016-03-01,Machinery Operators and Drivers,Greater Melbourne,1637,7,1669.333
2016-03-01,Machinery Operators and Drivers,Greater Perth,700,7,577.667
2016-03-01,Machinery Operators and Drivers,Greater Sydney,2563,7,2043.333
2016-03-01,Machinery Operators and Drivers,Rest of NSW,671,7,604.332
2016-03-01,Machinery Operators and Drivers,Rest of NT,35,7,16.333
2016-03-01,Machinery Operators and Drivers,Rest of Qld,393,7,590.334
2016-03-01,Machinery Operators and Drivers,Rest of SA,54,7,52
2016-03-01,Machinery Operators and Drivers,Rest of Tas.,29,7,43.666
2016-03-01,Machinery Operators and Drivers,Rest of Vic.,266,7,274.001
2016-03-01,Machinery Operators and Drivers,Rest of WA,139,7,294.66700000000003
2016-03-01,Labourers,Australian Capital Territory,160,8,216.667
2016-03-01,Labourers,Greater Adelaide,265,8,553.667
2016-03-01,Labourers,Greater Brisbane,312,8,1127
2016-03-01,Labourers,Greater Darwin,118,8,118.333
2016-03-01,Labourers,Greater Hobart,12,8,80.667
2016-03-01,Labourers,Greater Melbourne,1374,8,2118
2016-03-01,Labourers,Greater Perth,490,8,629.667
2016-03-01,Labourers,Greater Sydney,1870,8,2467.333
2016-03-01,Labourers,Rest of NSW,736,8,1416.334
2016-03-01,Labourers,Rest of NT,31,8,29.333
2016-03-01,Labourers,Rest of Qld,487,8,1176.333
2016-03-01,Labourers,Rest of SA,91,8,146.999
2016-03-01,Labourers,Rest of Tas.,29,8,88.667
2016-03-01,Labourers,Rest of Vic.,301,8,620.333
2016-03-01,Labourers,Rest of WA,170,8,268.66700000000003
2016-04-01,Managers,Australian Capital Territory,609,1,678
2016-04-01,Managers,Greater Adelaide,612,1,702.333
2016-04-01,Managers,Greater Brisbane,178,1,2275.333
2016-04-01,Managers,Greater Darwin,174,1,185
2016-04-01,Managers,Greater Hobart,34,1,100.333
2016-04-01,Managers,Greater Melbourne,4078,1,5472.333
2016-04-01,Managers,Greater Perth,1068,1,1403
2016-04-01,Managers,Greater Sydney,7122,1,9091.333
2016-04-01,Managers,Rest of NSW,796,1,927.332
2016-04-01,Managers,Rest of NT,43,1,43.667
2016-04-01,Managers,Rest of Qld,584,1,1020
2016-04-01,Managers,Rest of SA,52,1,47
2016-04-01,Managers,Rest of Tas.,20,1,60.666
2016-04-01,Managers,Rest of Vic.,381,1,419.33299999999997
2016-04-01,Managers,Rest of WA,131,1,187.333
2016-04-01,Professionals,Australian Capital Territory,1582,2,1984
2016-04-01,Professionals,Greater Adelaide,1532,2,1379
2016-04-01,Professionals,Greater Brisbane,322,2,5459.333
2016-04-01,Professionals,Greater Darwin,317,2,389
2016-04-01,Professionals,Greater Hobart,85,2,209.333
2016-04-01,Professionals,Greater Melbourne,8477,2,10358
2016-04-01,Professionals,Greater Perth,1782,2,2712
2016-04-01,Professionals,Greater Sydney,12896,2,16581
2016-04-01,Professionals,Rest of NSW,2003,2,2110.667
2016-04-01,Professionals,Rest of NT,100,2,125.667
2016-04-01,Professionals,Rest of Qld,1071,2,2291
2016-04-01,Professionals,Rest of SA,88,2,95
2016-04-01,Professionals,Rest of Tas.,79,2,120
2016-04-01,Professionals,Rest of Vic.,984,2,1013.6669999999999
2016-04-01,Professionals,Rest of WA,176,2,406.66700000000003
2016-04-01,Technicians and Trades Workers,Australian Capital Territory,345,3,486.667
2016-04-01,Technicians and Trades Workers,Greater Adelaide,541,3,891.667
2016-04-01,Technicians and Trades Workers,Greater Brisbane,342,3,2362
2016-04-01,Technicians and Trades Workers,Greater Darwin,191,3,272.667
2016-04-01,Technicians and Trades Workers,Greater Hobart,34,3,116.333
2016-04-01,Technicians and Trades Workers,Greater Melbourne,2818,3,4349
2016-04-01,Technicians and Trades Workers,Greater Perth,1332,3,1528
2016-04-01,Technicians and Trades Workers,Greater Sydney,4028,3,5869.333
2016-04-01,Technicians and Trades Workers,Rest of NSW,966,3,1589.665
2016-04-01,Technicians and Trades Workers,Rest of NT,39,3,61.333
2016-04-01,Technicians and Trades Workers,Rest of Qld,695,3,1830.6660000000002
2016-04-01,Technicians and Trades Workers,Rest of SA,81,3,111
2016-04-01,Technicians and Trades Workers,Rest of Tas.,31,3,67.667
2016-04-01,Technicians and Trades Workers,Rest of Vic.,425,3,698
2016-04-01,Technicians and Trades Workers,Rest of WA,207,3,585.3330000000001
2016-04-01,Community and Personal Service Workers,Australian Capital Territory,302,4,367.667
2016-04-01,Community and Personal Service Workers,Greater Adelaide,392,4,597.333
2016-04-01,Community and Personal Service Workers,Greater Brisbane,481,4,1421.333
2016-04-01,Community and Personal Service Workers,Greater Darwin,146,4,152.667
2016-04-01,Community and Personal Service Workers,Greater Hobart,22,4,111.333
2016-04-01,Community and Personal Service Workers,Greater Melbourne,2503,4,2467
2016-04-01,Community and Personal Service Workers,Greater Perth,855,4,807
2016-04-01,Community and Personal Service Workers,Greater Sydney,3650,4,3211.333
2016-04-01,Community and Personal Service Workers,Rest of NSW,960,4,1072
2016-04-01,Community and Personal Service Workers,Rest of NT,45,4,57.333
2016-04-01,Community and Personal Service Workers,Rest of Qld,575,4,1150.668
2016-04-01,Community and Personal Service Workers,Rest of SA,72,4,68.334
2016-04-01,Community and Personal Service Workers,Rest of Tas.,28,4,62.333
2016-04-01,Community and Personal Service Workers,Rest of Vic.,384,4,512.333
2016-04-01,Community and Personal Service Workers,Rest of WA,129,4,173
2016-04-01,Clerical and Administrative Workers,Australian Capital Territory,539,5,903.333
2016-04-01,Clerical and Administrative Workers,Greater Adelaide,439,5,1018.667
2016-04-01,Clerical and Administrative Workers,Greater Brisbane,174,5,3092.333
2016-04-01,Clerical and Administrative Workers,Greater Darwin,136,5,251.667
2016-04-01,Clerical and Administrative Workers,Greater Hobart,19,5,141
2016-04-01,Clerical and Administrative Workers,Greater Melbourne,3469,5,6973.667
